,date,user,comment
415,2022-01-01 17:10:21,Twokinds,:ctwokinds-nibsdance_xmas::ctwokinds-nibsbounce_xmas::ctwokinds-nibsdance_xmas:
497,2022-01-01 17:14:48,Twokinds,:ctwokinds-nibsdance_xmas::cw0lfmare-Embermidriffdance50::ctwokinds-nibsdance_xmas:
767,2022-01-01 17:42:15,Twokinds,Done
790,2022-01-01 17:43:43,Twokinds,o/
835,2022-01-01 17:48:12,Twokinds,It means hill. Restful hill.
836,2022-01-01 17:48:18,Twokinds,Saria of Boring Hill.
862,2022-01-01 17:51:57,Twokinds,That's pretty much how people really were named
871,2022-01-01 17:53:33,Twokinds,Yeah
875,2022-01-01 17:53:52,Twokinds,It's like... Fishing Brook.
879,2022-01-01 17:54:21,Twokinds,So the original Fischbachs were presumably fishermen. Or people who lived near a place were they fished.
898,2022-01-01 17:56:05,Twokinds,old human
909,2022-01-01 17:57:02,Twokinds,Same old human that came up with the word Keidran. Which means beast people.
911,2022-01-01 17:57:26,Twokinds,"And Keiren, which means beast killer, or just Hunter."
918,2022-01-01 17:58:39,Twokinds,It's just the old version of what humans speak now in the comic
920,2022-01-01 17:58:43,Twokinds,It's a made-up language.
925,2022-01-01 17:59:16,Twokinds,No
926,2022-01-01 17:59:20,Twokinds,Not a real language
932,2022-01-01 17:59:31,Twokinds,That would be impossible
940,2022-01-01 18:00:01,Twokinds,I'm no Jolkien Rolkien Rolkien Tolkien
958,2022-01-01 18:01:21,Twokinds,:thumbsdown:
990,2022-01-01 18:04:24,Twokinds,lol
995,2022-01-01 18:04:41,Twokinds,I was making up that boring hill stuff
1007,2022-01-01 18:05:42,Twokinds,"I couldn't remember what it meant, but I figured someone would mention it eventually."
1030,2022-01-01 18:07:31,Twokinds,Yeah
1031,2022-01-01 18:07:45,Twokinds,Because her family are blacksmiths 
1076,2022-01-01 18:13:46,Twokinds,Uh... I can't do the math...
1081,2022-01-01 18:13:58,Twokinds,Yeah she was much older than Trace when they married.
1082,2022-01-01 18:14:20,Twokinds,It was a point of contention
1107,2022-01-01 18:16:01,Twokinds,No
1114,2022-01-01 18:16:37,Twokinds,She's was apprehensive about dating someone so young.
1136,2022-01-01 18:20:03,Twokinds,It doesn't mean Keidran hunter
1138,2022-01-01 18:20:06,Twokinds,It just mean hunter
1139,2022-01-01 18:20:11,Twokinds,Like... guys who are named hunter.
1147,2022-01-01 18:20:57,Twokinds,Kei means animal.
1153,2022-01-01 18:21:32,Twokinds,Yeah
1170,2022-01-01 18:23:38,Twokinds,"Not an unusual thing for a long time in human history, sadly."
1214,2022-01-01 18:29:05,Twokinds,"I gave up soda for New Years exactly 10 years ago, in 2012."
1231,2022-01-01 18:29:49,Twokinds,"The weird thing is, I still remember what coke tastes like, even after all these years. It's insidious."
1317,2022-01-01 18:36:40,Twokinds,Finish later
1597,2022-01-01 19:06:59,Twokinds,"Oh yeah, I meant to post that!"
1601,2022-01-01 19:07:18,Twokinds,Yeah
1603,2022-01-01 19:07:20,Twokinds,brb
1616,2022-01-01 19:08:50,Twokinds,Maybe one day
1636,2022-01-01 19:10:36,Twokinds,There it's on DA
1639,2022-01-01 19:11:01,Twokinds,"I didn't want to post it during the holidays, cause there was so many other things going on."
1767,2022-01-01 19:36:14,Twokinds,Done
1788,2022-01-01 19:37:07,Twokinds,Old school
2353,2022-01-01 20:43:15,Twokinds,Done
2372,2022-01-01 20:45:40,Twokinds,oh yeah
2373,2022-01-01 20:45:45,Twokinds,I'll probably clean it up
2410,2022-01-01 20:50:44,Twokinds,"Well, the strongest Basitins are almost entirely immune to magic, so I'm not sure it'd be that big of an advantage."
2411,2022-01-01 20:51:02,Twokinds,So I guess it depends on how powerful she is
2417,2022-01-01 20:52:29,Twokinds,"It's possible. Jane's not invincible, for sure."
2418,2022-01-01 20:52:44,Twokinds,"She's getting up there in age, but it'd be a challenge for sure."
2436,2022-01-01 20:53:57,Twokinds,"Being a human, you'd be without the Basitin's supernatural strength."
2651,2022-01-01 21:23:18,Twokinds,Done
2671,2022-01-01 21:25:34,Twokinds,"She was like family to Keith, before his banishment. Keith knew she was off the mainland, and thought dead, but he figured finding her was his best bet, if he ended up banished forever."
2672,2022-01-01 21:25:42,Twokinds,So he thought about her often.
2687,2022-01-01 21:27:12,Twokinds,Yeah probably
2690,2022-01-01 21:27:54,Twokinds,"The next one, I actually am already done with!"
2697,2022-01-01 21:28:08,Twokinds,Yes
2745,2022-01-01 21:29:37,Twokinds,Hi Lannnnnnnnnnnn
2769,2022-01-01 21:30:36,Twokinds,I drew this over the holidays because I liked the idea
2783,2022-01-01 21:31:39,Twokinds,I'm glad it was suggested again. I had a fear it wouldn't be and then that would have been awkward.
2848,2022-01-01 21:39:34,Twokinds,7 isn't it?
2855,2022-01-01 21:39:57,Twokinds,< ( ' o ' ) >
2858,2022-01-01 21:39:59,Twokinds,Hi!
2895,2022-01-01 21:42:05,Twokinds,I'm still at work
2919,2022-01-01 21:43:18,Twokinds,me too
2942,2022-01-01 21:44:41,Twokinds,:cw0lfmare-Embermidriffdance50:
2995,2022-01-01 21:48:34,Twokinds,brb
3044,2022-01-01 21:52:05,Twokinds,Back
3055,2022-01-01 21:52:21,Twokinds,I honestly don't know what Laura's time on the island was like.
3062,2022-01-01 21:52:48,Twokinds,I imagine it was pretty mundane.
3088,2022-01-01 21:55:22,Twokinds,"There's not a lot, but there are some travelers."
3094,2022-01-01 21:56:22,Twokinds,Sometimes people just crash on the island and need time to leave.
3261,2022-01-01 22:24:39,Twokinds,Classic old style
3264,2022-01-01 22:25:03,Twokinds,"Friendly, casual, for the stylish retro Basitin"
3298,2022-01-01 22:28:03,Twokinds,Done
3356,2022-01-01 22:31:47,Twokinds,"Probably not much to say about Saria, since her whole story's pretty much been told at this point."
3372,2022-01-01 22:32:55,Twokinds,"Saria loved to say ""boy I need this like I need a poisoned arrow to the shoulder"". Her favorite phrase would soon turn tragically ironic."
3507,2022-01-01 22:40:17,Twokinds,Bye!
3508,2022-01-01 22:40:19,Twokinds,Night!
3513,2022-01-01 22:40:22,Twokinds,So long!
3518,2022-01-01 22:40:26,Twokinds,Get otta here!
3530,2022-01-01 22:40:46,Twokinds,:cw0lfmare-BerninAngry:
3573,2022-01-01 22:45:56,Twokinds,o/
3579,2022-01-01 22:49:02,Twokinds,Thanks for streaming!
3583,2022-01-01 22:52:30,Twokinds,thanks for streaming rima!
3601,2022-01-01 23:34:54,Twokinds,:cw0lfmare-Florascience:
23,2022-01-02 05:51:06,Twokinds,:ctwokinds-renirawr_xmas:
41,2022-01-02 16:58:21,Twokinds,:ctwokinds-nibsbounce_xmas:
43,2022-01-02 17:25:00,Twokinds,ty
56,2022-01-02 22:58:29,Twokinds,:ctwokinds-nibsdance_xmas:
61,2022-01-02 23:48:12,Twokinds,:ctwokinds-nibsdance_xmas:
94,2022-01-02 23:58:48,Twokinds,I saw a clip of a snow leopard jumping face first into snow and had to draw it
61,2022-01-03 00:23:29,Twokinds,o/
105,2022-01-03 00:40:59,Twokinds,Just a simple farmer neighbor
119,2022-01-03 00:44:34,Twokinds,When has an old man with a shovel ever turned out to be important by the end
125,2022-01-03 00:45:26,Twokinds,:ctwokinds-nathaha_xmas:
134,2022-01-03 00:50:59,Twokinds,o/
139,2022-01-03 00:51:16,Twokinds,I thought you might like this comic
188,2022-01-03 01:18:38,Twokinds,:ctwokinds-floraquestion_xmas:
189,2022-01-03 01:18:46,Twokinds,I'll make a note of it
191,2022-01-03 01:19:20,Twokinds,:ctwokinds-flomad_xmas:
193,2022-01-03 01:19:39,Twokinds,:ctwokinds-floAAA_xmas:
200,2022-01-03 01:22:22,Twokinds,"I'm not really into just sax music, it's gotta be like... electro sax. Or techno sax. Something really catchy to appeal to me."
289,2022-01-03 01:48:18,Twokinds,"Sorry to hear that, Heresy!"
293,2022-01-03 01:48:32,Twokinds,Glad I could help a little
306,2022-01-03 01:49:35,Twokinds,"I'm not here to make one side look like good guys and one pure evil. They've both got bad elements, and the wolves are very similar to humans in a lot of ways. The most of any Keidran type."
328,2022-01-03 01:59:01,Twokinds,The Templar are legitimately concerned things are getting a little out of hand from what Trace started.
329,2022-01-03 01:59:12,Twokinds,That's why they want to ensure that the Tigers stay out of the war.
343,2022-01-03 02:03:08,Twokinds,Reminds me of the kobold kanun
346,2022-01-03 02:04:24,Twokinds,The video on the kobold kanun is great
347,2022-01-03 02:04:32,Twokinds,I can't look it up right now though
355,2022-01-03 02:11:57,Twokinds,I don't remember where I came across it. But it does sound like a fun encounter.
401,2022-01-03 02:24:07,Twokinds,What is the appeal of Dune? Is it the world?
402,2022-01-03 02:24:20,Twokinds,I don't know anything about it
459,2022-01-03 03:06:02,Twokinds,o/
511,2022-01-03 03:26:40,Twokinds,This early? Maeve's still asleep
532,2022-01-03 03:43:13,Twokinds,It was just a gif
534,2022-01-03 03:43:22,Twokinds,I'm not sure where it is now though
535,2022-01-03 03:48:17,Twokinds,Done
544,2022-01-03 03:51:06,Twokinds,Thanks for watching!
551,2022-01-03 03:52:09,Twokinds,No prob! :ctwokinds-evalswink_sparkle_xm:
601,2022-01-03 05:47:38,Twokinds,:ctwokinds-flozzz_zmas:
637,2022-01-03 15:47:28,Twokinds,Indeed!
638,2022-01-03 15:50:53,Twokinds,Man I did so much art in December.
642,2022-01-03 16:17:45,Twokinds,"I lot of it was just side stuff. New banners, offline screens, emotes.."
656,2022-01-03 19:17:02,Twokinds,ty :ctwokinds-trace_xmas:
657,2022-01-03 19:17:08,Twokinds,It was a fun month
35,2022-01-06 19:12:27,Twokinds,:ctwokinds-nibsdance_xmas:
409,2022-01-06 22:41:59,Twokinds,"My grandfather had pure white hair when he got older, so I'm pretty much guaranteed to rock that look eventually."
495,2022-01-06 23:05:43,Twokinds,I see how it is
614,2022-01-06 23:38:48,Twokinds,"Dang, Doomguy's new armor is so detailed. I swear they just slap random shapes on every square inch of it."
621,2022-01-06 23:40:07,Twokinds,The new version of the armor doesn't even show off the midriff anymore. Poor w0lf.
637,2022-01-06 23:41:02,Twokinds,Always thought it was funny how the old version just had an opening to show off the abs.
640,2022-01-06 23:41:11,Twokinds,Guess to give the demons a fighting chance.
644,2022-01-06 23:41:43,Twokinds,Yeah still got the arms
659,2022-01-06 23:43:51,Twokinds,I don't think it's the suit that gives Doomguy his power
660,2022-01-06 23:43:57,Twokinds,Those other marines didn't stand a chance
684,2022-01-06 23:46:24,Twokinds,o_o
0,2022-01-07 00:00:25,Twokinds,What could possibly go wrong?
102,2022-01-07 00:14:06,Twokinds,https://www.deviantart.com/twokinds/art/Flora-in-a-Tree-890695317
107,2022-01-07 00:14:15,Twokinds,jinx
262,2022-01-07 00:41:19,Twokinds,a random one
388,2022-01-07 00:57:36,Twokinds,What do you think?
407,2022-01-07 00:59:33,Twokinds,Yeah he's just fox but... all neck
413,2022-01-07 01:01:09,Twokinds,I wanted a distinctive silhouette.
440,2022-01-07 01:04:46,Twokinds,"Whoops, there goes the neighborhood! (laugh track)"
460,2022-01-07 01:06:57,Twokinds,It's too dangerous to be removed
462,2022-01-07 01:07:07,Twokinds,It contains his power
592,2022-01-07 01:27:42,Twokinds,"I'm done for tonight. I've got other things to work on, but due to future comic spoilers, I can't stream it."
593,2022-01-07 01:27:47,Twokinds,"So, tata for now!"
672,2022-01-07 02:06:11,Twokinds,"Somehow, those two things sound like they fit together."
699,2022-01-07 03:22:39,Twokinds,Special brushes?
701,2022-01-07 03:25:48,Twokinds,XD
702,2022-01-07 03:25:52,Twokinds,Waaat
705,2022-01-07 03:26:55,Twokinds,That's silly
711,2022-01-07 03:29:12,Twokinds,But how good could a fried chicken brush really be?
716,2022-01-07 03:32:05,Twokinds,lol
717,2022-01-07 03:32:11,Twokinds,Wow meat
734,2022-01-07 03:36:31,Twokinds,The art of hand painting food is half the fun.
738,2022-01-07 04:25:12,Twokinds,Which one?
740,2022-01-07 04:29:07,Twokinds,Sounds intense
748,2022-01-07 04:37:13,Twokinds,"Oh yeah, this is sounding familiar."
749,2022-01-07 04:37:26,Twokinds,I think you mentioned this one before. Sounds interesting!
759,2022-01-07 04:45:57,Twokinds,o/
762,2022-01-07 04:57:58,Twokinds,:ctwokinds-reniderp_xmas:
4,2022-01-08 02:16:39,Twokinds,:ctwokinds-floexcite_xmas:
187,2022-01-08 16:13:46,Twokinds,:ctwokinds-floAAA_xmas:
190,2022-01-08 16:13:54,Twokinds,I slept in
200,2022-01-08 16:14:40,Twokinds,Nope!
208,2022-01-08 16:14:59,Twokinds,I was up late again
217,2022-01-08 16:16:46,Twokinds,Yeah same
218,2022-01-08 16:16:56,Twokinds,Two days ago I went to bed at 10am
288,2022-01-08 16:39:50,Twokinds,:syringe:
294,2022-01-08 16:41:03,Twokinds,:pencil2:
351,2022-01-08 16:58:03,Twokinds,I've seen farther
461,2022-01-08 17:19:02,Twokinds,you ever so tired your eyes blur and you read the same sentence over and over but can't read it
478,2022-01-08 17:21:11,Twokinds,I've had to drive like that once. It's scary stuff.
483,2022-01-08 17:21:50,Twokinds,Literally poking my arm with a pencil to stay attentive on my way home.
493,2022-01-08 17:22:54,Twokinds,lol yeah
494,2022-01-08 17:23:06,Twokinds,"That was during my college days, when I was pretty much not sleeping some days."
502,2022-01-08 17:23:45,Twokinds,I can't do that anymore
745,2022-01-08 17:51:59,Twokinds,"Alright Everyone Thanks For Waiting, I'm About Ready To Start The Stream."
847,2022-01-08 17:56:20,Twokinds,Weeeeeeee
917,2022-01-08 17:58:42,Twokinds,Very neck
1084,2022-01-08 18:12:24,Twokinds,Well thankfully there's almost no characters left to make ref sheets of
1161,2022-01-08 18:17:33,Twokinds,Someone already tried that.
1520,2022-01-08 18:50:02,Twokinds,SMOKE
1551,2022-01-08 18:52:28,Twokinds,I feel the same way
1554,2022-01-08 18:52:39,Twokinds,I'm gonna take a nap too
1630,2022-01-08 18:58:56,Twokinds,There's no dropped frames
1631,2022-01-08 18:59:01,Twokinds,You might want to try a hard refresh
1640,2022-01-08 19:00:15,Twokinds,Done for now
1657,2022-01-08 19:03:13,Twokinds,brb
1852,2022-01-08 19:28:39,Twokinds,RAINE STOP RIGHT THERE
1853,2022-01-08 19:28:48,Twokinds,Don't jinx that suggestion
2199,2022-01-08 20:05:46,Twokinds,Done
2262,2022-01-08 20:11:20,Twokinds,65?! That's so young...
2287,2022-01-08 20:13:52,Twokinds,It stand for Eh
2295,2022-01-08 20:14:19,Twokinds,"Raine, eh?"
2301,2022-01-08 20:14:38,Twokinds,Honestly I just picked E because it made her name sound like Rainy
2333,2022-01-08 20:17:13,Twokinds,"They're just different stylistic ways to representing it. Like, serif and san serif type faces."
2343,2022-01-08 20:17:35,Twokinds,Also Keith's symbol is often drawn reversed from the standard version.
2353,2022-01-08 20:18:22,Twokinds,"I mean, maybe it could be that too. I haven't really given it enough thought to go into detail."
2356,2022-01-08 20:18:41,Twokinds,"I'm not much of a... symbol artist? I don't know what that's called, but it's a specialization I'm no good with."
2360,2022-01-08 20:18:51,Twokinds,"Designs and logos and symbols, etc."
2415,2022-01-08 20:24:04,Twokinds,btw next week we'll be doing an Omnipoll on the Patreon
2416,2022-01-08 20:24:12,Twokinds,To determine next Sunday's sketches.
2425,2022-01-08 20:24:43,Twokinds,I think I've decided that a good way to do it is to run an omnipoll on every month where there's an extra week of sketches.
2721,2022-01-08 21:12:12,Twokinds,Done
3053,2022-01-08 21:40:47,Twokinds,She's running to go fight some old basitin guy shooting lightning
3069,2022-01-08 21:41:28,Twokinds,BRB food
3199,2022-01-08 21:59:12,Twokinds,It's just decorative
3238,2022-01-08 22:03:28,Twokinds,I find it hilarious to think Laura could defeat a dragon by accident
3266,2022-01-08 22:06:29,Twokinds,Sone
3393,2022-01-08 22:24:47,Twokinds,I'm back! Sorry for that
3395,2022-01-08 22:24:50,Twokinds,I have pizza
3410,2022-01-08 22:25:26,Twokinds,It's jalapeno and pineapple. 
3425,2022-01-08 22:26:53,Twokinds,Does seem quite OOC
3448,2022-01-08 22:29:31,Twokinds,How did you even do that
3960,2022-01-08 23:26:41,Twokinds,Done
4064,2022-01-08 23:33:59,Twokinds,Keith and Alaric was my pick
72,2022-01-09 00:08:20,Twokinds,Done
162,2022-01-09 00:13:52,Twokinds,He can't transform
172,2022-01-09 00:14:30,Twokinds,I don't remember him ever being a horse...
187,2022-01-09 00:15:37,Twokinds,"He could claim to be a horse, and people would believe him."
270,2022-01-09 00:20:52,Twokinds,:ctwokinds-trace_xmas:
347,2022-01-09 00:24:15,Twokinds,See ya next time!
351,2022-01-09 00:24:22,Twokinds,Thanks for watching!
392,2022-01-09 00:35:26,Twokinds,honk
425,2022-01-09 04:52:32,Twokinds,:ctwokinds-renirawr_xmas:
426,2022-01-09 05:33:40,Twokinds,I need to remember to change out the xmas emotes.
444,2022-01-09 14:44:34,Twokinds,:ctwokinds-evalswink_sparkle_xm:
70,2022-01-13 19:46:17,Twokinds,:ctwokinds-floexcite:
108,2022-01-13 20:04:32,Twokinds,o/
437,2022-01-13 21:39:30,Twokinds,"Oh hey, you guys are working on your things for Chinese New Year"
441,2022-01-13 21:39:44,Twokinds,I didn't even register that's what I was seeing.
446,2022-01-13 21:40:36,Twokinds,I'll post it tomorrow
447,2022-01-13 21:40:45,Twokinds,There's some people I'm waiting on to get back to me about their suggestion
449,2022-01-13 21:41:18,Twokinds,Yo!
452,2022-01-13 21:41:46,Twokinds,Yo!
454,2022-01-13 21:41:53,Twokinds,Yo!
461,2022-01-13 21:42:42,Twokinds,Yo!
465,2022-01-13 21:42:57,Twokinds,Yo!
486,2022-01-13 21:48:51,Twokinds,"It's silly, but I always base memories of each year off what games were released."
492,2022-01-13 21:51:02,Twokinds,"2012 was Dishonored, Mass Effect 3, Journey, Xcom, Borderlands 2, Far Cry 3..."
496,2022-01-13 21:52:05,Twokinds,"I know, right?"
497,2022-01-13 21:52:15,Twokinds,2012 doesn't feel that long ago when I look at some of the games I was playing.
499,2022-01-13 21:52:24,Twokinds,But then other games make me feel old.
501,2022-01-13 21:52:49,Twokinds,Oh did you not see Flora's color yet?
510,2022-01-13 21:53:48,Twokinds,I showed it to Ron
680,2022-01-13 22:21:05,Twokinds,Sure
683,2022-01-13 22:23:15,Twokinds,It should be fine
698,2022-01-13 22:31:43,Twokinds,It's nice when you don't have to go outside.
699,2022-01-13 22:31:49,Twokinds,Like me :ctwokinds-raine:
793,2022-01-13 22:47:49,Twokinds,I do wonder if the bubble will one day burst.
941,2022-01-13 23:11:02,Twokinds,I can't believe it
942,2022-01-13 23:11:10,Twokinds,I begin the stream and immediately get called away
943,2022-01-13 23:11:13,Twokinds,The very same moment
996,2022-01-13 23:16:54,Twokinds,I'm back with food
1011,2022-01-13 23:17:24,Twokinds,Chicken broth and rice with kimchi
1103,2022-01-13 23:26:53,Twokinds,It's the standard place to tie the tail string
70,2022-01-14 00:08:02,Twokinds,What could it mean
252,2022-01-14 00:44:20,Twokinds,yes
280,2022-01-14 00:53:38,Twokinds,Just the first two
367,2022-01-14 02:15:49,Twokinds,Done
401,2022-01-14 02:29:29,Twokinds,Has Dadrobit been around tonight?
403,2022-01-14 02:29:44,Twokinds,"Ah, shame."
404,2022-01-14 02:30:00,Twokinds,"Well, I wanted to know if he wanted to put his suggestion in the omnipoll."
